PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type Full Name,State Source Type Full Name,Regulated As Water Hauler?,Population,Service Connections,Enforcement
CO0146727,SWISS VILLAGE MOBILE HOME PARK,Reports,OURAY,P,Non-Public,null,No,52,20,No Recent Activity
CO0253852,SWITCHBACK LIQUOR,Reports,RIO GRANDE,I,Non-Public,null,No,20,1,No Recent Activity
CO0162729,SYLMAR LTD MHP,Reports,WELD,I,Non-Public,Groundwater,No,0,4,No Recent Activity
CO0235729,SYLVAN DALE RANCH,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,98,33,No Recent Activity
CO0219729,SYLVAN LAKE STATE PARK,Reports,EAGLE,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,255,18,No Recent Activity
CO0219730,SYLVAN LAKE VISITOR CENTER,Reports,EAGLE,A,"Transient, Non-Community",Groundwater,No,109,1,No Recent Activity
CO0249733,T LAZY 7 GUEST RANCH,Reports,PITKIN,A,"Transient, Non-Community",Groundwater,No,111,14,No Recent Activity
CO0225734,T LAZY W MP,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,128,78,No Recent Activity
CO0259733,T REX CAFE,Reports,SUMMIT,I,"Transient, Non-Community",Purchased Groundwater,No,2007,1,No Recent Activity
CO0255530,T ROAD BREWERY,Reports,SAGUACHE,A,"Transient, Non-Community",Groundwater,No,32,1,No Recent Activity
CO0125720,TABERNASH MEADOWS WSD,Reports,GRAND,A,Community,Groundwater,No,564,213,No Recent Activity
CO0225736,TABERNASH TAVERN,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,40,1,No Recent Activity
CO0107733,TABLE MESA VILLAGE MHP,Reports,BOULDER,A,Community,Groundwater UDI Surface Water,No,75,53,No Recent Activity
CO0230060,TABLE MTN RANCH,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,3,No Recent Activity
CO0262735,TAGAWA GREENHOUSES INC,Reports,WELD,A,"Non-Transient, Non-Community",Groundwater,No,250,5,No Recent Activity
CO0201733,TAIL FEATHERS BAR AND STORE,Reports,ADAMS,I,Non-Public,null,No,0,null,No Recent Activity
CO0134810,TALL PINES VILLAGE,Reports,LA PLATA,A,Community,Groundwater UDI Surface Water,No,60,8,No Recent Activity
CO0226734,TALL TEXAN,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,32,86,No Recent Activity
CO0241737,TALLGRASS RV PARK,Reports,ROUTT,P,Non-Public,null,No,0,null,No Recent Activity
CO0241733,TALLGRASS RV PARK,Reports,null,P,Non-Public,null,No,0,null,No Recent Activity
CO0134843,TAMARRON ASSOC OF CONDOMINIUM OWNERS,Reports,LA PLATA,P,Non-Public,Purchased Surface Water,No,0,383,No Recent Activity
CO0159120,TANGLEWOOD WS,Reports,SUMMIT,A,Community,Groundwater,No,60,23,No Recent Activity
CO0204733,TARA MANDALA,Reports,ARCHULETA,A,"Transient, Non-Community",Groundwater,No,60,5,No Recent Activity
CO0234734,TARGET RENTAL,Reports,LA PLATA,A,"Transient, Non-Community",Groundwater,No,60,1,No Recent Activity
CO0334730,TARGET TREE CG,Reports,LA PLATA,A,Non-Public,Groundwater,No,20,10,No Recent Activity
CO0247041,TARRYALL RIVER RANCH,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,47,8,No Recent Activity
CO0219733,TAYLOR CREEK CABINS,Reports,EAGLE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0226736,TAYLOR PARK TRADING POST,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,258,6,No Recent Activity
CO0227734,TAYLOR PARK UNIT ONE,Reports,HINSDALE,A,Non-Public,Groundwater,No,17,13,No Recent Activity
CO0227735,TAYLOR RANCH UNIT TWO,Reports,HINSDALE,A,Non-Public,Groundwater,No,16,10,No Recent Activity
CO0226842,TAYLOR RIVER CANYON LLC,Reports,GUNNISON,A,Non-Public,Groundwater,No,24,8,No Recent Activity
CO0234733,TBR SERVICE,Reports,LA PLATA,A,Non-Public,Groundwater,No,3,2,No Recent Activity
CO0223737,TD PRODUCTIONS INC,Reports,GARFIELD,I,Non-Public,Purchased Surface Water,No,0,3,No Recent Activity
CO0329324,TEAL LAKE CG,Reports,JACKSON,A,"Transient, Non-Community",Groundwater,No,50,1,No Recent Activity
CO0327739,TEAL NORTH CG,Reports,HINSDALE,A,Non-Public,Groundwater,No,19,1,No Recent Activity
CO0327741,TEAL SOUTH CG,Reports,HINSDALE,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0160600,TELLER COUNTY WSD,Reports,TELLER,A,Community,Groundwater,No,600,250,Open Order
CO0123343,TELLER SPRINGS HOA,Reports,GARFIELD,A,Community,Groundwater,No,84,21,No Recent Activity
CO0257900,TELLURIDE CO  INC  SKI AREA,Reports,SAN MIGUEL,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0157900,TELLURIDE PINES HOA,Reports,SAN MIGUEL,A,Community,Groundwater UDI Surface Water,No,25,21,No Recent Activity
CO0257050,TELLURIDE REGIONAL AIRPORT,Reports,SAN MIGUEL,A,"Transient, Non-Community",Groundwater,No,485,1,No Recent Activity
CO0257738,TELLURIDE SKI LIFT 5,Reports,SAN MIGUEL,A,"Transient, Non-Community",Groundwater,No,106,2,No Recent Activity
CO0157800,TELLURIDE TOWN OF,Reports,SAN MIGUEL,A,Community,Surface Water,No,7900,1715,No Recent Activity
CO0230061,TEMPTEE MEATS,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0147738,TEN HIGH PARK,Reports,PARK,A,Non-Public,null,No,21,9,No Recent Activity
CO0223738,TEPEE BIBLE CAMP,Reports,GARFIELD,A,Non-Public,Groundwater UDI Surface Water,No,4,1,No Recent Activity
CO0162738,TERRACE PARK MHP,Reports,WELD,A,Community,Purchased Surface Water,No,297,119,No Recent Activity
CO0135728,TERRY LAKE MOBILE HOME PARK,Reports,LARIMER,P,Non-Public,null,No,52,29,No Recent Activity
CO0244601,TEXACO OUTPOST,Reports,MORGAN,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0104736,TEYUAKAN PHASE TWO PROPERTY OWNER'S ASSO,Reports,ARCHULETA,P,Non-Public,Groundwater,No,20,9,No Recent Activity
CO0119122,THE ASPENS MOBILE HOME VILLAGE,Reports,EAGLE,A,Community,Purchased Surface Water,No,318,160,No Recent Activity
CO0247136,THE BAKERY,Reports,PARK,A,Non-Public,Groundwater,No,24,1,No Recent Activity
CO0263321,THE GRAINERY,Reports,YUMA,A,"Transient, Non-Community",Groundwater,No,60,1,No Recent Activity
CO0101320,THE GROVE AT ALTA RIDGE,Reports,ADAMS,A,Community,Purchased Surface Water,No,1300,409,No Recent Activity
CO0247618,THE GRUB N STUFF 2,Reports,PARK,I,Non-Public,null,No,0,null,No Recent Activity
CO0223343,THE HIDEOUT AT GLENWOOD SPRINGS,Reports,GARFIELD,A,Community,Groundwater,No,94,43,No Recent Activity
CO0103504,THE MEADOWS,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,758,306,No Recent Activity
CO0121505,THE MEADOWS MHP,Reports,EL PASO,P,Community,null,No,1043,402,No Recent Activity
CO0145742,THE MEADOWS REPUBLIC MHP,Reports,OTERO,P,Community,null,No,214,100,No Recent Activity
CO0253646,THE OLD FIREHOUSE,Reports,RIO GRANDE,P,Non-Public,null,No,20,1,No Recent Activity
CO0104742,THE PINES AT ASPEN SPRINGS,Reports,ARCHULETA,P,Non-Public,Groundwater,No,10,1,No Recent Activity
CO0125708,THE SHORES OF SHADOW MOUNTAIN HOA,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,131,30,No Recent Activity
CO0121718,THE SPRINGS MHP,Reports,EL PASO,A,Community,Purchased Groundwater,No,1229,663,No Recent Activity
CO0227738,THE TEXAN RESORT,Reports,TELLER,P,Non-Public,null,No,25,1,No Recent Activity
CO0136220,THE WATER STATION,Reports,LAS ANIMAS,I,Community,Purchased Surface Water,No,325,3,No Recent Activity
CO0233899,THE WINDSPIRIT,Reports,LAKE,A,Non-Public,Groundwater,No,17,1,No Recent Activity
CO0101155,THIRD CREEK WUA,Reports,ADAMS,A,Community,Groundwater,No,90,39,No Recent Activity
CO0223741,THIRSTY CORP,Reports,GARFIELD,I,Community,Purchased Groundwater,"YES  ",100,3,No Recent Activity
CO0353700,THIRTY MILE CG,Reports,HINSDALE,A,"Transient, Non-Community",Groundwater,No,66,12,No Recent Activity
CO0334760,THOMPSON PARK CAMPGROUND,Reports,LA PLATA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0201054,THOMS COMMERCIAL PARK,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0101150,THORNTON CITY OF,Reports,ADAMS,A,Community,Surface Water,No,226465,42530,No Recent Activity
CO0101741,THORNTON ESTATES,Reports,ADAMS,A,Community,Purchased Surface Water,No,300,208,No Recent Activity
CO0126742,THORNTON MEADOWS SUBD,Reports,ADAMS,I,Non-Public,Groundwater,No,0,null,No Recent Activity
CO0123742,THREE MILE TP,Reports,GARFIELD,A,Community,Groundwater,No,50,20,No Recent Activity
CO0226742,THREE RIVERS RESORT,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,293,12,No Recent Activity
CO0234742,THREE TRAILS RANCH,Reports,LA PLATA,P,Non-Public,Surface Water,No,37,4,No Recent Activity
CO0215719,THUNDER MOUNTAIN LODGE,Reports,DELTA,A,Non-Public,Groundwater,No,18,10,No Recent Activity
CO0223742,THUNDER RIVER LODGE,Reports,GARFIELD,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0222930,THUNDERBIRD THE,Reports,FREMONT,I,Non-Public,Purchased Surface Water,No,0,13,No Recent Activity
CO0118078,THUNDERBIRD WSD,Reports,DOUGLAS,A,Community,Groundwater,No,490,176,No Recent Activity
CO0260860,THUNDERHEAD INN,Reports,TELLER,I,Non-Public,Groundwater,No,0,4,No Recent Activity
CO0225743,TIERRA SPRINGS ARTESIAN WATER,Reports,MESA,P,Non-Public,null,No,25,1,No Recent Activity
CO0121738,TIERRA VISTA COMMUNITIES AFB SYSTEM,Reports,EL PASO,I,Non-Public,Purchased Surface Water,No,0,177,No Recent Activity
CO0121743,TIERRA VISTA COMMUNITIES PAFB,Reports,EL PASO,I,Non-Public,Purchased Surface Water,No,0,517,No Recent Activity
CO0259036,TIGER RUN HOA RV PARK,Reports,SUMMIT,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,510,250,No Recent Activity
CO0259021,TIGER RUN RV RESORT,Reports,SUMMIT,I,Non-Public,null,No,0,1,No Recent Activity
CO0259240,TIGER RUN TOURS INC,Reports,SUMMIT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0325743,TIMBER CREEK CG,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,304,25,No Recent Activity
CO0259003,TIMBER CREEK WD,Reports,SUMMIT,A,Community,Groundwater,No,312,70,Closed Order Within Last 3 Years
CO0135742,TIMBER RIDGE MHP,Reports,LARIMER,A,Community,Purchased Surface Water,No,1736,585,No Recent Activity
CO0235743,TIMBERLANE MOTOR LODGE,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0225146,TIMBERLINE INN,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,46,1,No Recent Activity
CO0225735,TIMBERLINE LODGE,Reports,GRAND,A,"Non-Transient, Non-Community",Groundwater,No,68,2,No Recent Activity
CO0154743,TIMBERS WSD,Reports,ROUTT,A,Community,Surface Water,No,200,34,No Recent Activity
CO0253733,TINY TIMBERS RESORT,Reports,RIO GRANDE,A,"Transient, Non-Community",Groundwater,No,136,11,No Recent Activity
CO0235744,TINY TOWN COTTAGES,Reports,LARIMER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230743,TINY TOWN HISTORICAL PARK,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,1210,2,No Recent Activity
CO0218031,TITAN ROAD INDUSTRIAL PARK,Reports,DOUGLAS,I,"Non-Transient, Non-Community",Groundwater,No,120,1,No Recent Activity
CO0230749,TLC BOXING,Reports,JEFFERSON,P,Non-Public,null,No,0,null,No Recent Activity
CO0219750,TNT BOTANICALS,Reports,EAGLE,P,Non-Public,Groundwater,No,9,1,No Recent Activity
CO0223118,TOBYS VACUUM TRUCK SERVICE,Reports,GARFIELD,I,"Transient, Non-Community",Purchased Surface Water,No,27,1,No Recent Activity
CO0101157,TODD CREEK VILLAGE MD,Reports,ADAMS,A,Community,Groundwater UDI Surface Water,No,7202,2663,No Recent Activity
CO0249752,TOKLAT RESORT,Reports,PITKIN,I,Non-Public,Surface Water,No,0,1,No Recent Activity
CO0247014,TOMAHAWK RANCH,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,216,8,No Recent Activity
CO0255400,TOMICHI CREEK TRADING POST,Reports,SAGUACHE,A,"Transient, Non-Community",Groundwater,No,66,29,No Recent Activity
CO0226752,TOMICHI VILLAGE INN,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,166,1,No Recent Activity
CO0201048,TONYS BAR AND CAFE,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0210021,TOREYS PEAK INN,Reports,CLEAR CREEK,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0224752,TOSS WOOD FIRED EATERY,Reports,GILPIN,A,"Transient, Non-Community",Groundwater,No,29,1,No Recent Activity
CO0258002,TOTAL NO 2885,Reports,SEDGWICK,I,Non-Public,Groundwater,No,0,2,No Recent Activity
CO0260880,TOTAL NO X   TOTAL PETROLEUM,Reports,TELLER,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0103752,TOWER TRAILER PARK,Reports,ARAPAHOE,P,Non-Public,null,No,24,9,No Recent Activity
CO0102700,TOWN N COUNTRY MHP,Reports,ALAMOSA,I,Non-Public,Groundwater,No,0,65,No Recent Activity
CO0102800,TOWN N COUNTRY MOTOR HOME AND LODGE,Reports,ALAMOSA,I,Non-Public,Groundwater,No,0,75,No Recent Activity
CO0153451,TOWN OF SOUTH FORK (JACKSON HEIGHTS),Reports,RIO GRANDE,A,"Transient, Non-Community",Groundwater,No,26,15,No Recent Activity
CO0253180,TOWN OF SOUTH FORK WATER ENT DAKOTA PARK,Reports,RIO GRANDE,I,"Transient, Non-Community",Groundwater,No,75,48,No Recent Activity
CO0225750,TOWN OF WINTER PARK LIFT TRANSIT WTS,Reports,GRAND,A,"Non-Transient, Non-Community",Groundwater,No,50,1,No Recent Activity
CO0201023,TRADICION BAR AND GRILL,Reports,ADAMS,I,"Transient, Non-Community",Groundwater,No,76,1,No Recent Activity
CO0235674,TRADING POST LTD,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,27,1,No Recent Activity
CO0252755,TRAIL AND HITCH RV PARK AND HOTEL,Reports,RIO BLANCO,I,Non-Public,null,No,1,null,No Recent Activity
CO0206800,TRAIL MOTEL AND TP,Reports,BENT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0225755,TRAIL RIDGE MARINA,Reports,GRAND,A,"Transient, Non-Community",Groundwater,No,82,1,No Recent Activity
CO0108900,TRAIL WEST ASSOC,Reports,CHAFFEE,A,Community,Groundwater,No,249,103,No Recent Activity
CO0222070,TRAILS END BARBECUE,Reports,FREMONT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0235176,TRAILS END FOR BOYS,Reports,LARIMER,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,80,1,No Recent Activity
CO0235177,TRAILS END FOR GIRLS,Reports,LARIMER,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,80,1,No Recent Activity
CO0139755,TRAILS END TRAILER PARK,Reports,MESA,P,Non-Public,null,No,8,28,No Recent Activity
CO0230850,TRAILSIDE INN,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0330800,TRAMWAY CG,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0160650,TRANQUIL ACRES WS,Reports,TELLER,A,Community,Groundwater,No,180,88,No Recent Activity
CO0134856,TRANQUILO CANYON SUBD,Reports,LA PLATA,I,Non-Public,null,No,0,null,No Recent Activity
CO0134756,TRANQUILO CANYON SUBD,Reports,LA PLATA,A,Non-Public,Groundwater,No,18,8,No Recent Activity
CO0203755,TRANS AUTO TEK,Reports,ARAPAHOE,I,Non-Public,null,No,0,null,No Recent Activity
CO0334800,TRANSFER CG,Reports,MONTEZUMA,A,"Transient, Non-Community",Groundwater,No,40,1,No Recent Activity
CO0334801,TRANSFER PARK CG,Reports,LA PLATA,A,Non-Public,Groundwater,No,16,1,No Recent Activity
CO0334840,TRANSFER PG,Reports,MONTEZUMA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0101755,TRANSPORT METROPOLITAN DISTRICT,Reports,ADAMS,P,Non-Public,Groundwater,No,0,null,No Recent Activity
CO0241755,TRAPPER MINE,Reports,MOFFAT,A,"Non-Transient, Non-Community",Groundwater,No,155,3,No Recent Activity
CO0323755,TRAPPERS LAKE CG,Reports,GARFIELD,A,"Transient, Non-Community",Groundwater,No,95,19,No Recent Activity
CO0223755,TRAPPERS LAKE LODGE,Reports,GARFIELD,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,75,6,No Recent Activity
CO0247756,TRAVEL PORT CG,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,25,27,No Recent Activity
CO0103090,TRAVOIS HOA,Reports,ARAPAHOE,A,Community,Groundwater,No,175,51,No Recent Activity
CO0226756,TREASURE MOUNTAIN BIBLE CAMP,Reports,GUNNISON,A,"Transient, Non-Community",Groundwater,No,125,4,No Recent Activity
CO0226757,TREASURE MOUNTAIN RANCH,Reports,GUNNISON,P,Non-Public,Surface Water,No,0,null,No Recent Activity
CO0154755,TREE HAUS MD,Reports,ROUTT,A,Community,Groundwater UDI Surface Water,No,248,108,No Recent Activity
CO0227742,TREGOS THIRTY MILE RESORT,Reports,HINSDALE,A,Non-Public,Groundwater,No,23,1,No Recent Activity
CO0128726,TRES VALLES WEST,Reports,HUERFANO,A,Community,Groundwater UDI Surface Water,No,68,30,No Recent Activity
CO0143755,TRI COUNTY WCD,Reports,MONTROSE,A,Community,Purchased Surface Water,No,20490,8046,No Recent Activity
CO0241185,TRI STATE ELEC CRAIG STATION,Reports,MOFFAT,A,"Non-Transient, Non-Community",Purchased Groundwater,No,500,20,No Recent Activity
CO0243185,TRI STATE G AND T NUCLA STA,Reports,MONTROSE,I,Non-Public,Surface Water,No,24,1,No Recent Activity
CO0138738,TRI STATE TACTICAL,Reports,LOGAN,A,Non-Public,Groundwater,No,91,2,No Recent Activity
CO0262413,TRI-STATE JM SHAFER GENERATING STATION,Reports,WELD,I,Non-Public,null,No,19,1,No Recent Activity
CO0134640,TRIANGLE TP,Reports,LA PLATA,A,Community,Groundwater,No,39,12,No Recent Activity
CO0212400,TRINCHERA PROPERTY MANAGEMENT INC,Reports,COSTILLA,A,"Non-Transient, Non-Community",Groundwater,No,55,8,No Recent Activity
CO0136800,TRINIDAD CITY OF,Reports,LAS ANIMAS,A,Community,Surface Water,No,11400,4364,No Recent Activity
CO0136850,TRINIDAD LAKE RANCHES POA,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,200,71,No Recent Activity
CO0136755,TRINIDAD MANUFACTURED HOME COMMUNITY,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,133,53,No Recent Activity
CO0224755,TRINITY MOUNTAIN RANCH,Reports,GILPIN,A,"Transient, Non-Community",Groundwater,No,122,1,No Recent Activity
CO0214800,TRINITY RANCH,Reports,CUSTER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0260885,TRIPLE B WESTERN RESORT,Reports,TELLER,A,"Transient, Non-Community",Groundwater,No,34,8,No Recent Activity
CO0228700,TRIPLE GS CAFE,Reports,HUERFANO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0261013,TRIPLE L MOTEL,Reports,WASHINGTON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0255800,TRIPLE L YOUTH RANCH,Reports,SAGUACHE,I,Non-Public,Groundwater,No,0,10,No Recent Activity
CO0251754,TRITON WATER TRANSPORT LLC,Reports,null,A,Non-Public,null,No,14,1,No Recent Activity
CO0121840,TRIVIEW MD,Reports,EL PASO,A,Community,Groundwater,No,5737,2420,No Recent Activity
CO0260900,TROUT HAVEN FISHING RESORT,Reports,TELLER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230255,TROUT RIVER GRILL,Reports,JEFFERSON,I,Non-Public,Groundwater UDI Surface Water,No,0,1,No Recent Activity
CO0353750,TRUJILLO MEADOWS CG,Reports,CONEJOS,A,"Transient, Non-Community",Groundwater,No,45,8,No Recent Activity
CO0230062,TRUMBULL INN,Reports,JEFFERSON,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0130734,TRUMBULL TOWN OF,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,28,13,Closed Order Within Last 3 Years
CO0353800,TUCKER POND CG,Reports,RIO GRANDE,A,Non-Public,Groundwater,No,8,1,No Recent Activity
CO0101158,TUCSON WC,Reports,ADAMS,A,Community,Groundwater,No,90,36,No Recent Activity
CO0130759,TUFFCO MOBILE HOME PARK,Reports,JEFFERSON,P,Non-Public,null,No,50,24,No Recent Activity
CO0202880,TUMBLEWEED DAY CARE,Reports,ALAMOSA,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0247015,TUMBLING RIVER RANCH,Reports,PARK,A,"Transient, Non-Community",Groundwater,No,124,12,No Recent Activity
CO0335221,TUNNEL CG,Reports,LARIMER,A,"Transient, Non-Community",Groundwater,No,392,1,No Recent Activity
CO0121841,TURKEY CANON RANCH WD,Reports,EL PASO,A,Community,Groundwater,No,138,53,Closed Order Within Last 3 Years
CO0221759,TURKEY CREEK RECREATION AREA,Reports,EL PASO,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,42,2,No Recent Activity
CO0204760,TURKEY SPRINGS TRADING POST,Reports,ARCHULETA,A,"Transient, Non-Community",Groundwater,No,90,1,No Recent Activity
CO0333790,TURQUOISE LAKE REC AREA,Reports,LAKE,A,"Transient, Non-Community",Groundwater,No,2036,25,Closed Order Within Last 3 Years
CO0114550,TV HILLS WATER,Reports,CUSTER,A,Community,Groundwater,No,38,20,No Recent Activity
CO0254200,TWENTY MILE COAL CO,Reports,ROUTT,A,"Non-Transient, Non-Community",Groundwater,No,475,5,No Recent Activity
CO0216007,TWILIGHT GOLF COURSE,Reports,DENVER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0134855,TWILIGHT WC,Reports,LA PLATA,A,Community,Groundwater,No,78,46,No Recent Activity
CO0219761,TWIN ACRES RIDING STABLES,Reports,EAGLE,P,Non-Public,Groundwater,No,0,null,No Recent Activity
CO0218032,TWIN CEDARS RESORT,Reports,DOUGLAS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0335201,TWIN LAKES CABIN,Reports,LAKE,A,Non-Public,Groundwater,No,4,1,No Recent Activity
CO0233491,TWIN LAKES HOA COMMUNITY CENTER,Reports,LAKE,P,Non-Public,null,No,0,null,No Recent Activity
CO0233400,TWIN LAKES INN,Reports,LAKE,A,"Transient, Non-Community",Groundwater,No,104,1,No Recent Activity
CO0222960,TWIN MOUNTAIN RESTAURANT,Reports,FREMONT,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0335761,TWIN OWLS,Reports,LARIMER,A,Non-Public,Groundwater,No,2,2,No Recent Activity
CO0239761,TWIN PEAKS BIBLE CAMP,Reports,MESA,A,"Transient, Non-Community",Groundwater,No,150,14,No Recent Activity
CO0333795,TWIN PEAKS CG PARRY PEAK CG,Reports,LAKE,I,"Transient, Non-Community",Groundwater,No,504,7,Closed Order Within Last 3 Years
CO0126761,TWIN PINES MHP,Reports,GUNNISON,I,Non-Public,Groundwater,No,0,75,No Recent Activity
CO0125761,TWIN PINES MOBILE HOME COURT,Reports,GRAND,P,Non-Public,null,No,47,21,No Recent Activity
CO0211950,TWIN RIVERS GUEST RANCH,Reports,CONEJOS,A,"Transient, Non-Community",Groundwater,No,100,47,No Recent Activity
CO0139760,"TWIN RIVERS MHP, LLC",Reports,MESA,A,Community,Purchased Surface Water,No,67,34,No Recent Activity
CO0221764,TWIN SPRINGS,Reports,EL PASO,I,Non-Public,null,No,0,null,No Recent Activity
CO0247032,TWIN SPRUCE INN,Reports,PARK,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0230063,TWINS INN INC,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,31,1,No Recent Activity
CO0230760,TWISTED PINE GIRL SCOUT CAMP,Reports,JEFFERSON,A,"Transient, Non-Community",Groundwater,No,216,1,No Recent Activity
CO0210014,TWO BEARS GRILL,Reports,CLEAR CREEK,A,"Transient, Non-Community",Groundwater UDI Surface Water,No,50,1,No Recent Activity
CO0247478,TWO BRIDGES LODGE,Reports,PARK,A,Non-Public,null,No,15,1,No Recent Activity
CO0105700,TWO BUTTES TOWN OF,Reports,BACA,A,Community,Groundwater,No,64,42,No Recent Activity
CO0234766,TWO DOGS SUBDIVISION,Reports,LA PLATA,I,Non-Public,Purchased Groundwater,No,31,10,No Recent Activity
CO0253709,TWO RIVERS BBQ,Reports,RIO GRANDE,I,"Transient, Non-Community",Groundwater,No,102,1,No Recent Activity
CO0119720,TWO RIVERS VILLAGE,Reports,EAGLE,A,Community,Groundwater,No,896,265,No Recent Activity
CO0218444,TYE KINNAMAN  WC,Reports,DOUGLAS,I,Non-Public,Purchased Groundwater,No,0,1,No Recent Activity
CO0162763,TYE PARTNERSHIP,Reports,WELD,P,Non-Public,null,No,16,9,No Recent Activity
CO0221766,U PULL AND PAY,Reports,EL PASO,A,"Transient, Non-Community",Groundwater,No,371,1,No Recent Activity
CO0221930,U S  TRUCK DRIVING SCHOOL,Reports,EL PASO,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0207458,UNCLE BOBS BBQ PIT,Reports,BOULDER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0333785,UNCLE BUD'S HUT,Reports,LAKE,A,Non-Public,null,No,16,1,No Recent Activity
CO0224784,UNCLE CHARLIES RANCH,Reports,GILPIN,I,Non-Public,Groundwater,No,9,2,No Recent Activity
CO0201058,UNION PACIFIC RAILROAD,Reports,ADAMS,A,Non-Public,Groundwater,No,13,1,No Recent Activity
CO0216002,UNION PACIFIC RAILROAD,Reports,DENVER,I,"Non-Transient, Non-Community",Groundwater,No,175,1,No Recent Activity
CO0207784,UNITARIAN UNIVERSALIST CHURCH,Reports,BOULDER,A,"Transient, Non-Community",Groundwater,No,136,1,No Recent Activity
CO0142784,UNITED CAMPGROUND OF MESA VERDE,Reports,MONTEZUMA,P,Community,null,No,29,11,No Recent Activity
CO0218766,UNITED CHURCH OF CHRIST PARKER HILLTOP,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,95,1,No Recent Activity
CO0201049,UNITED POWER  INC,Reports,ADAMS,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0223351,UNITED SITE SERVICES,Reports,GARFIELD,I,Non-Public,Purchased Surface Water,"YES  ",25,5,No Recent Activity
CO0216006,UNIV  OF COLO  HEALTH SCIENCES,Reports,DENVER,I,Non-Public,Groundwater,No,0,1,No Recent Activity
CO0222784,UNIVERSITY OF OKLAHOMA GEOLOGY CAMP,Reports,FREMONT,A,Non-Public,Groundwater,No,50,1,No Recent Activity
CO0123788,UP CATTLE CREEK SUBD,Reports,GARFIELD,I,Non-Public,Groundwater,No,0,15,No Recent Activity
CO0214786,UPLIFT MOUNTAIN,Reports,CUSTER,A,Non-Public,Groundwater,No,28,7,No Recent Activity
